State,Locality/Suburb,Postcode,Electorate,Redistributed Electorate,Other Locality(s),Unnamed: 6
NSW,ABERDEEN,2336,New England,,,
NSW,ABERFOYLE,2350,New England,,,
NSW,ABINGTON,2350,New England,,,
NSW,ACACIA CREEK,2476,New England,,,
NSW,AMOSFIELD,2372,New England,,,
NSW,APPLEBY,2340,New England,,,
NSW,ARDGLEN,2338,New England,,,
NSW,ARDING,2358,New England,,,
NSW,ARMIDALE,2350,New England,,,
NSW,ARMIDALE,2351,New England,,,
NSW,ASHFORD,2361,New England,,,
NSW,ATHOLWOOD,2361,New England,,,
NSW,ATTUNGA,2345,New England,,,
NSW,AUBURN VALE,2360,New England,,,
NSW,BACK CREEK,2372,New England,,,
NSW,BACK CREEK,2390,New England,,,
NSW,BACKWATER,2365,New England,,,
NSW,BAKERS CREEK,2359,New England,,,
NSW,BALALA,2358,New England,,,
NSW,BALD BLAIR,2365,New England,,,
12345...,12345...,12345...,12345...,12345...,12345...,
1,2,3,4,5,...,
NSW,BALD NOB,2370,New England,,,
NSW,BALDERSLEIGH,2365,New England,,,
NSW,BANGHEET,2404,New England,,,
NSW,BANOON,2347,New England,,,
NSW,BARRABA,2347,New England,,,
NSW,BARRY,2340,New England,,,
NSW,BASSENDEAN,2369,New England,,,
NSW,BECTIVE,2340,New England,,,
NSW,BELLTREES,2337,New England,,,
NSW,BEN LOMOND,2365,New England,,,
NSW,BENDEMEER,2355,New England,,,
NSW,BIG JACKS CREEK,2339,New England,,,
NSW,BINGARA,2404,New England,,,
NSW,BITHRAMERE,2340,New England,,,
NSW,BLACK MOUNTAIN,2365,New England,,,
NSW,BLACKVILLE,2343,New England,,,
NSW,BLANDFORD,2338,New England,,,
NSW,BOLIVIA,2372,New England,,,
NSW,BONSHAW,2361,New England,,,
NSW,BOOKOOKOORARA,2372,New England,,,
12345...,12345...,12345...,12345...,12345...,12345...,
1,2,3,4,5,...,
NSW,BOONOO BOONOO,2372,New England,,,
NSW,BOOROLONG,2350,New England,,,
NSW,BOOROOK,2372,New England,,,
NSW,BORAH CREEK,2346,New England,,,
NSW,BORAMBIL,2343,New England,,,
NSW,BOWLING ALLEY POINT,2340,New England,,,
NSW,BRAEFIELD,2339,New England,,,
NSW,BRAWBOY,2337,New England,,,
NSW,BRIARBROOK,2365,New England,,,
NSW,BROCKLEY,2365,New England,,,
NSW,BRODIES PLAINS,2360,New England,,,
NSW,BRUSHY CREEK,2365,New England,,,
NSW,BUKKULLA,2360,New England,,,
NSW,BUNDARRA,2359,New England,,,
NSW,BUNDELLA,2343,New England,,,
NSW,BUNGULLA,2372,New England,,,
NSW,BUNNAN,2337,New England,,,
NSW,CALALA,2340,New England,,,
NSW,CAMERONS CREEK,2358,New England,,,
NSW,CAMP CREEK,4385,New England,,,
12345...,12345...,12345...,12345...,12345...,12345...,
1,2,3,4,5,...,
NSW,CAPOOMPETA,2371,New England,,,
NSW,CARODA,2347,New England,,,
NSW,CAROONA,2343,New England,,,
NSW,CARRAI,2440,New England,,,
NSW,CARROLLS CREEK,2372,New England,,,
NSW,CASSILIS,2329,New England,,,
NSW,CASTLE DOYLE,2350,New England,,,
NSW,CATTLE CREEK,2339,New England,,,
NSW,CHERRY TREE HILL,2360,New England,,,
NSW,CHILCOTTS CREEK,2339,New England,,,
NSW,COBBADAH,2347,New England,,,
NSW,COLLY BLUE,2343,New England,,,
NSW,COOLATAI,2402,New England,,,
NSW,COOMOO COOMOO,2343,New England,,,
NSW,COPETON,2360,New England,,,
NSW,COTTONVALE,4375,New England,,,
NSW,CRAWNEY,2338,New England,,,
NSW,CULLENDORE,2372,New England,,,
NSW,CURRABUBULA,2342,New England,,,
NSW,DANGARSLEIGH,2350,New England,,,
12345...,12345...,12345...,12345...,12345...,12345...,
1,2,3,4,5,...,
NSW,DARTBROOK,2336,New England,,,
NSW,DARUKA,2340,New England,,,
NSW,DAVIS CREEK,2336,New England,,,
NSW,DEEPWATER,2371,New England,,,
NSW,DELUNGRA,2403,New England,,,
NSW,DIEHARD,2370,New England,,,
NSW,DINOGA,2404,New England,,,
NSW,DONALD CREEK,2350,New England,,,
NSW,DRAKE,2469,New England,,,
NSW,DRY CREEK,2337,New England,,,
NSW,DUMARESQ,2350,New England,,,
NSW,DUMARESQ VALLEY,2372,New England,,,
NSW,DUNCANS CREEK,2340,New England,,,
NSW,DUNDEE,2370,New England,,,
NSW,DUNGOWAN,2340,New England,,,
NSW,DURI,2344,New England,,,
NSW,DUVAL,2350,New England,,,
NSW,EAST TAMWORTH,2340,New England,,,
NSW,EBOR,2453,New England,,,
NSW,ELCOMBE,2404,New England,,,
12345...,12345...,12345...,12345...,12345...,12345...,
1,2,3,4,5,...,
NSW,ELLERSTON,2337,New England,,,
NSW,ELSMORE,2360,New England,,,
NSW,EMMAVILLE,2371,New England,,,
NSW,ENMORE,2350,New England,,,
NSW,FALCONER,2365,New England,,,
NSW,FURRACABAD,2370,New England,,,
NSW,GAROO,2340,New England,,,
NSW,GARTHOWEN,2345,New England,,,
NSW,GEORGES CREEK,2365,New England,,,
NSW,GEORGES CREEK,2440,New England,,LOWER CREEK,
NSW,GIDLEY,2340,New England,,,
NSW,GILGAI,2360,New England,,,
NSW,GLEN ELGIN,2370,New England,,,
NSW,GLEN INNES,2370,New England,,,
NSW,GLENBAWN,2337,New England,,,
NSW,GLENCOE,2365,New England,,,
NSW,GLENROCK,2337,New England,,,
